Values	total	status	pValue
Min.	0	NS	1.221101748399409e-4
1st Qu.	2.75	NS	1.221101748399409e-4
Median	5	NS	1.221101748399409e-4
Mean	8.75	NS	1.221101748399409e-4
3rd Qu.	9	NS	1.221101748399409e-4
Max.	103	NS	1.221101748399409e-4
Min.	0	S	1.221101748399409e-4
1st Qu.	4	S	1.221101748399409e-4
Median	7	S	1.221101748399409e-4
Mean	11.696	S	1.221101748399409e-4
3rd Qu.	12	S	1.221101748399409e-4
Max.	73	S	1.221101748399409e-4
