Values	total	status	pValue
Min.	0	NS	8.471568132602972e-10
1st Qu.	10	NS	8.471568132602972e-10
Median	18	NS	8.471568132602972e-10
Mean	29.1226993865031	NS	8.471568132602972e-10
3rd Qu.	31	NS	8.471568132602972e-10
Max.	319	NS	8.471568132602972e-10
Min.	0	S	8.471568132602972e-10
1st Qu.	18	S	8.471568132602972e-10
Median	32	S	8.471568132602972e-10
Mean	39.6903409090909	S	8.471568132602972e-10
3rd Qu.	50.25	S	8.471568132602972e-10
Max.	160	S	8.471568132602972e-10
