Values	total	status	pValue
Min.	0	NS	0.060604589631875476
1st Qu.	1	NS	0.060604589631875476
Median	2	NS	0.060604589631875476
Mean	3.28571428571429	NS	0.060604589631875476
3rd Qu.	4.5	NS	0.060604589631875476
Max.	10	NS	0.060604589631875476
Min.	1	S	0.060604589631875476
1st Qu.	4	S	0.060604589631875476
Median	7	S	0.060604589631875476
Mean	8.23076923076923	S	0.060604589631875476
3rd Qu.	12	S	0.060604589631875476
Max.	18	S	0.060604589631875476
