Values	total	status	pValue
Min.	1	NS	0.6347646144716509
1st Qu.	3.5	NS	0.6347646144716509
Median	4	NS	0.6347646144716509
Mean	5.26666666666667	NS	0.6347646144716509
3rd Qu.	6.5	NS	0.6347646144716509
Max.	14	NS	0.6347646144716509
Min.	1	S	0.6347646144716509
1st Qu.	4	S	0.6347646144716509
Median	5	S	0.6347646144716509
Mean	7.66666666666667	S	0.6347646144716509
3rd Qu.	9.75	S	0.6347646144716509
Max.	20	S	0.6347646144716509
