	gene	pvalue
0	ADAM20	0.05949536044656177
0	ADAMTS12	0.0618215030023832
0	ADAMTS19	0.40868066569258843
0	ADCY4	0.20232838096364303
0	ADCY5	0.17040162344304238
0	ADGRB1	0.2905847379288573
0	ADGRF5	0.29649004900871334
0	AGRN	0.312103057383203
0	AMER1	0.19541411542599535
0	ARHGEF12	0.04804616472783661
0	ASH1L	0.21672429600692694
0	ATRX	0.192044124736926
0	BDP1	0.3034527136089754
0	BIRC6	0.424691778743048
0	BRWD3	0.19095413481953566
0	C10orf88	0.5
0	C12orf5	0.12410653949496181
0	C7	0.34154569915480437
0	CA7	0.03681913506015133
0	CARD6	0.2911531372066084
0	CCDC141	0.1396956169654101
0	CCDC155	0.08159338738133504
0	CHD7	0.41675818503945156
0	CLDN8	0.23975006109347674
0	CNTNAP4	0.4750306552316218
0	CPSF2	0.020613416668581838
0	CTNNA2	0.09253033391030652
0	DCHS1	0.30116484707167357
0	DNAH12	0.03681913506015133
0	DNTTIP2	0.2071080891212626
0	EPHA6	0.18863999351359656
0	FAT3	0.4635597860306671
0	FBN1	0.21284191615993353
0	FCRL5	0.15179004044472955
0	FLG2	0.43801747990899287
0	FN1	0.23599217250352594
0	GLI1	0.004750402148315427
0	GRM3	0.5
0	HAO1	0.08711569412401249
0	HIST1H4H	0.06680720126885807
0	HIST1H4I	0.06680720126885807
0	ILDR1	0.06680720126885807
0	IPMK	0.03681913506015133
0	KCNK10	0.1032980319156303
0	KLF3	0.23975006109347674
0	KRTAP19-3	0.06680720126885807
0	LAMA3	0.2692548589330138
0	LAMA4	0.3204724862068056
0	LGALS4	0.17288929307558015
0	LILRA2	0.2020964342502543
0	LRFN5	0.17851349492539542
0	LRP6	0.5
0	MAST1	0.3442498705483172
0	MKI67	0.3340592895250818
0	MMS22L	0.26900058202844784
0	MTTP	0.36944134018176367
0	MUC16	0.3056610741631286
0	MUC17	0.43616813985744524
0	MUC5B	0.06545175765569912
0	MYCBP2	0.02079624652784133
0	MYH1	0.034440561296469364
0	MYH2	0.358921156296024
0	MYH7	0.10548081451793001
0	MYH8	0.5
0	NCOR2	0.1455473896536817
0	NELL1	0.222053452065627
0	NLGN4X	0.45629067446434374
0	NOD2	0.2990807263417641
0	NRK	0.3624298225260335
0	OR51Q1	0.009301464950567872
0	OR5F1	0.20787603136933963
0	OR5K3	0.31171667069105247
0	OR5T1	0.2807767584055466
0	OR8A1	0.34926767915166934
0	OR8G1	0.34154569915480437
0	PCDHGA9	0.19162494164262855
0	PDZRN3	0.4566530177017908
0	PIKFYVE	0.22532359255077888
0	PPDPF	0.5
0	PPIP5K2	0.4012936743170763
0	PRKD1	0.33219472158599955
0	PROX2	0.011671101006445408
0	PTPRR	0.39554075646039083
0	QRFPR	0.36944134018176367
0	REEP2	0.23975006109347674
0	ROS1	0.48977921900881227
0	RP1	0.09060883853679463
0	RPS6	0.12410653949496181
0	RYR2	0.32425317412297683
0	SATB2	0.32171442178181026
0	SBDS	0.06680720126885807
