	gene	pvalue
0	EEPD1	0.5
0	ESCO1	0.23975006109347674
0	FAM72C	0.5
0	FBXO30	0.23975006109347674
0	GFPT2	0.23975006109347674
0	GOLGA6L6	0.5
0	GP1BA	0.12410653949496181
0	HELZ2	0.5
0	HMX3	0.5
0	HPS6	0.23975006109347674
0	IDH3A	0.5
0	IER2	0.5
0	IGHG4	0.5
0	IMPACT	0.5
0	INPP5J	0.5
0	ITGA10	0.23975006109347674
0	KDELR1	0.5
0	KIAA1217	0.06680720126885807
0	KNTC1	0.23975006109347674
0	LOXL4	0.5
0	MAPK14	0.23975006109347674
0	MAT2A	0.5
0	MATN3	0.5
0	MPP3	0.5
0	MTR	0.5
0	MYZAP	0.23975006109347674
0	NDOR1	0.5
0	NEIL2	0.5
0	NME8	0.5
0	NRAS	0.5
0	NUDT12	0.23975006109347674
0	PBDC1	0.5
0	PDE6G	0.5
0	PER1	0.23975006109347674
0	PGAP3	0.5
0	PIGB	0.23975006109347674
0	PIK3CB	0.5
0	PPRC1	0.12410653949496181
0	PRMT7	0.5
0	PRSS3	0.5
0	PTPN2	0.5
0	PVR	0.5
0	RAVER1	0.5
0	RCC2	0.23975006109347674
0	RNF150	0.23975006109347674
0	SAP18	0.5
0	SBSN	0.5
0	SCAMP2	0.5
0	SIGMAR1	0.5
0	SIN3B	0.5
0	SLC26A4	0.5
0	SLC5A12	0.23975006109347674
0	SMG8	0.23975006109347674
0	SUPT16H	0.5
0	SYNE2	0.06680720126885807
0	TBC1D16	0.23975006109347674
0	TH	0.23975006109347674
0	TNN	0.23975006109347674
0	TRAK2	0.5
0	USP45	0.5
0	WBSCR27	0.5
0	WDR48	0.23975006109347674
0	XAB2	0.23975006109347674
0	ZBTB2	0.5
0	ZKSCAN4	0.5
0	ZNF146	0.5
0	ZNF256	0.5
0	ZNF414	0.5
0	ANXA1	0.5
0	C16orf58	0.5
0	GIMAP4	0.5
0	KBTBD3	0.5
0	POLA1	0.23975006109347674
0	RNF135	0.5
0	RNMT	0.5
0	CAPN10	0.23975006109347674
0	FGD6	0.23975006109347674
0	IGHG2	0.5
0	IL1RL2	0.5
0	SFRP2	0.5
0	SLC22A6	0.23975006109347674
0	TRNT1	0.5
0	ABCC11	0.27014568730370997
0	ANXA3	0.5
0	BCL2L12	0.23975006109347674
0	CST9L	0.5
0	ELP4	0.5
0	GABRG3	0.5
0	GEMIN8	0.23975006109347674
0	GRIN2C	0.5
0	LTBP4	0.06680720126885807
0	SLITRK1	0.23975006109347674
0	TAT	0.5
0	BMP10	0.5
0	HS3ST2	0.5
0	MTMR3	0.23975006109347674
0	PKD1L2	0.23975006109347674
0	B3GNT3	0.5
0	ETV3L	0.5
0	NAA15	0.5
0	OVGP1	0.5
0	RSL1D1	0.5
0	SNRNP25	0.5
0	C6orf10	0.5
0	DSCAML1	0.5
0	PELI1	0.5
0	QPCT	0.5
0	TFRC	0.5
0	CHRNE	0.5
0	CYTH2	0.5
0	DLGAP5	0.23975006109347674
0	KIF3B	0.12410653949496181
0	KRT76	0.5
0	MIOS	0.5
0	PCNXL3	0.12410653949496181
0	PPP1R15B	0.23975006109347674
0	RAET1G	0.5
0	RASGRP2	0.5
0	RPS29	0.5
0	RPUSD2	0.23975006109347674
0	RUSC1	0.12410653949496181
0	RYR1	0.5
0	SARS	0.5
0	THRAP3	0.5
0	TRHDE	0.23975006109347674
