	gene	pvalue
0	GUCA1A	0.5
0	HNF4A	0.5
0	IGKV1D-13	0.5
0	IL17F	0.5
0	IQGAP2	0.5
0	KCNS2	0.23975006109347674
0	LRP2	0.22777254689466497
0	MDN1	0.5
0	MGAT1	0.5
0	MINK1	0.12410653949496181
0	MTR	0.23975006109347674
0	NCKAP1L	0.5
0	NELFE	0.23975006109347674
0	NFKBID	0.5
0	NOMO3	0.5
0	NONO	0.23975006109347674
0	OSBPL9	0.23975006109347674
0	PCDHA1	0.5
0	PGLS	0.5
0	PIGR	0.12410653949496181
0	PNMAL1	0.5
0	POLA2	0.5
0	PRICKLE2	0.5
0	RAB27B	0.23975006109347674
0	RAP1GDS1	0.5
0	RBM26	0.23975006109347674
0	RPAIN	0.23975006109347674
0	SEC14L4	0.5
0	SLC26A3	0.5
0	SLC44A2	0.5
0	SLC46A2	0.5
0	SYNE2	0.17425071188054242
0	SYT4	0.5
0	TAF7L	0.5
0	TANK	0.23975006109347674
0	TCTN2	0.5
0	TMEM203	0.5
0	TRAM2	0.5
0	ULK2	0.5
0	ZKSCAN1	0.34154569915480437
0	ZNF142	0.5
0	ABCB1	0.5
0	ARHGEF2	0.5
0	ARHGEF37	0.5
0	ATAD2B	0.5
0	ATG16L2	0.5
0	ATXN1L	0.5
0	AXDND1	0.5
0	C10orf2	0.23975006109347674
0	C9orf153	0.5
0	CAPS	0.5
0	CEP350	0.5
0	COA4	0.5
0	DHRS7	0.5
0	EEPD1	0.5
0	ELF1	0.5
0	ESCO1	0.12410653949496181
0	FBXO30	0.23975006109347674
0	GFPT2	0.23975006109347674
0	GOLGA6L6	0.5
0	GRIA2	0.23975006109347674
0	HMX3	0.5
0	HPS6	0.23975006109347674
0	IER2	0.5
0	IGHG4	0.27014568730370997
0	IMPACT	0.5
0	INPP5J	0.5
0	ITGA10	0.23975006109347674
0	KDELR1	0.5
0	KIAA1217	0.06680720126885807
0	KNTC1	0.14442218317324246
0	LOXL4	0.5
0	LRRC34	0.5
0	LRRC37A3	0.5
0	MAPK14	0.23975006109347674
0	MAT2A	0.23975006109347674
0	MATN3	0.5
0	METTL16	0.23975006109347674
0	MYZAP	0.23975006109347674
0	NDOR1	0.23975006109347674
0	NEIL2	0.5
0	NME8	0.5
0	NRAS	0.5
0	NUDT12	0.12410653949496181
0	OR11H12	0.5
0	PDE6G	0.5
0	PGAP3	0.23975006109347674
0	PIGB	0.23975006109347674
0	POLL	0.12410653949496181
0	PPFIBP2	0.23975006109347674
0	PPRC1	0.03681913506015133
0	PRSS3	0.5
0	RAVER1	0.5
0	RCC2	0.12410653949496181
0	RNF150	0.23975006109347674
0	SAP18	0.5
0	SBSN	0.5
0	SCAMP2	0.23975006109347674
0	SCN9A	0.25249253754692297
0	SIGMAR1	0.5
0	SIN3B	0.12410653949496181
