Values	total	status	pValue
Min.	0	AfrAmr	0.47430527148539015
1st Qu.	1	AfrAmr	0.47430527148539015
Median	2	AfrAmr	0.47430527148539015
Mean	2.8	AfrAmr	0.47430527148539015
3rd Qu.	3	AfrAmr	0.47430527148539015
Max.	8	AfrAmr	0.47430527148539015
Min.	0	EurAmr	0.47430527148539015
1st Qu.	1	EurAmr	0.47430527148539015
Median	1	EurAmr	0.47430527148539015
Mean	19.2641509433962	EurAmr	0.47430527148539015
3rd Qu.	2	EurAmr	0.47430527148539015
Max.	1865	EurAmr	0.47430527148539015
