Values	total	status	pValue
Min.	1	AfrAmr	0.5691097358800739
1st Qu.	2	AfrAmr	0.5691097358800739
Median	4	AfrAmr	0.5691097358800739
Mean	4.375	AfrAmr	0.5691097358800739
3rd Qu.	6	AfrAmr	0.5691097358800739
Max.	11	AfrAmr	0.5691097358800739
Min.	0	EurAmr	0.5691097358800739
1st Qu.	2	EurAmr	0.5691097358800739
Median	3	EurAmr	0.5691097358800739
Mean	4.07865168539326	EurAmr	0.5691097358800739
3rd Qu.	5	EurAmr	0.5691097358800739
Max.	24	EurAmr	0.5691097358800739
