Values	total	status	pValue
Min.	0	AfrAmr	0.06700184771387434
1st Qu.	6	AfrAmr	0.06700184771387434
Median	12.5	AfrAmr	0.06700184771387434
Mean	19.0714285714286	AfrAmr	0.06700184771387434
3rd Qu.	21.25	AfrAmr	0.06700184771387434
Max.	98	AfrAmr	0.06700184771387434
Min.	0	EurAmr	0.06700184771387434
1st Qu.	2	EurAmr	0.06700184771387434
Median	6	EurAmr	0.06700184771387434
Mean	9.78294573643411	EurAmr	0.06700184771387434
3rd Qu.	13	EurAmr	0.06700184771387434
Max.	102	EurAmr	0.06700184771387434
