Values	total	status	pValue
Min.	0	AfrAmr	0.0033838953249516377
1st Qu.	4	AfrAmr	0.0033838953249516377
Median	7	AfrAmr	0.0033838953249516377
Mean	7.27118644067797	AfrAmr	0.0033838953249516377
3rd Qu.	10	AfrAmr	0.0033838953249516377
Max.	19	AfrAmr	0.0033838953249516377
Min.	0	EurAmr	0.0033838953249516377
1st Qu.	6	EurAmr	0.0033838953249516377
Median	9	EurAmr	0.0033838953249516377
Mean	9.07035175879397	EurAmr	0.0033838953249516377
3rd Qu.	11	EurAmr	0.0033838953249516377
Max.	23	EurAmr	0.0033838953249516377
