Values	total	status	pValue
Min.	3	AfrAmr	0.5651845923815226
1st Qu.	9.25	AfrAmr	0.5651845923815226
Median	27	AfrAmr	0.5651845923815226
Mean	36.0588235294118	AfrAmr	0.5651845923815226
3rd Qu.	49	AfrAmr	0.5651845923815226
Max.	143	AfrAmr	0.5651845923815226
Min.	0	EurAmr	0.5651845923815226
1st Qu.	12	EurAmr	0.5651845923815226
Median	24	EurAmr	0.5651845923815226
Mean	34.943231441048	EurAmr	0.5651845923815226
3rd Qu.	43	EurAmr	0.5651845923815226
Max.	222	EurAmr	0.5651845923815226
