Values	total	status	pValue
Min.	6	smoker	0.2588227250265263
1st Qu.	86	smoker	0.2588227250265263
Median	165	smoker	0.2588227250265263
Mean	231.488	smoker	0.2588227250265263
3rd Qu.	269	smoker	0.2588227250265263
Max.	1648	smoker	0.2588227250265263
Min.	4	non-smoker	0.2588227250265263
1st Qu.	77.5	non-smoker	0.2588227250265263
Median	142	non-smoker	0.2588227250265263
Mean	211.767857142857	non-smoker	0.2588227250265263
3rd Qu.	249.75	non-smoker	0.2588227250265263
Max.	1037	non-smoker	0.2588227250265263
