Values	total	status	pValue
Min.	1	AfrAmr	0.6224020455636463
1st Qu.	2	AfrAmr	0.6224020455636463
Median	2	AfrAmr	0.6224020455636463
Mean	17.6	AfrAmr	0.6224020455636463
3rd Qu.	11	AfrAmr	0.6224020455636463
Max.	72	AfrAmr	0.6224020455636463
Min.	0	EurAmr	0.6224020455636463
1st Qu.	3	EurAmr	0.6224020455636463
Median	6	EurAmr	0.6224020455636463
Mean	23.3235294117647	EurAmr	0.6224020455636463
3rd Qu.	32.25	EurAmr	0.6224020455636463
Max.	281	EurAmr	0.6224020455636463
