Values	total	status	pValue
Min.	15	AfrAmr	0.747985126590993
1st Qu.	18	AfrAmr	0.747985126590993
Median	42	AfrAmr	0.747985126590993
Mean	38	AfrAmr	0.747985126590993
3rd Qu.	47	AfrAmr	0.747985126590993
Max.	81	AfrAmr	0.747985126590993
Min.	0	EurAmr	0.747985126590993
1st Qu.	19	EurAmr	0.747985126590993
Median	34	EurAmr	0.747985126590993
Mean	57.8034682080925	EurAmr	0.747985126590993
3rd Qu.	65	EurAmr	0.747985126590993
Max.	760	EurAmr	0.747985126590993
