Values	total	status	pValue
Min.	0	AfrAmr	0.91187097730384
1st Qu.	0.75	AfrAmr	0.91187097730384
Median	1.5	AfrAmr	0.91187097730384
Mean	4.25	AfrAmr	0.91187097730384
3rd Qu.	5	AfrAmr	0.91187097730384
Max.	14	AfrAmr	0.91187097730384
Min.	0	EurAmr	0.91187097730384
1st Qu.	1	EurAmr	0.91187097730384
Median	2	EurAmr	0.91187097730384
Mean	3.43478260869565	EurAmr	0.91187097730384
3rd Qu.	4	EurAmr	0.91187097730384
Max.	19	EurAmr	0.91187097730384
