Values	total	status	pValue
Min.	0	AfrAmr	0.20668178941678536
1st Qu.	0.5	AfrAmr	0.20668178941678536
Median	1	AfrAmr	0.20668178941678536
Mean	2.04347826086957	AfrAmr	0.20668178941678536
3rd Qu.	3.5	AfrAmr	0.20668178941678536
Max.	8	AfrAmr	0.20668178941678536
Min.	0	EurAmr	0.20668178941678536
1st Qu.	0	EurAmr	0.20668178941678536
Median	1	EurAmr	0.20668178941678536
Mean	2.53105590062112	EurAmr	0.20668178941678536
3rd Qu.	2	EurAmr	0.20668178941678536
Max.	256	EurAmr	0.20668178941678536
